Timestamp,¿A qué campus perteneces?,¿A qué sección perteneces?,¿Cuál es tu edad? Ingresa sólo el número.,¿Cuál es tu estatura en centímetros? Ingresa sólo el número.,¿Qué estilo alimenticio tienes?,¿A qué distancia de la Universidad (en kilómetros) vives actualmente? Ingresa sólo el número. Puedes usar https://maps.google.com para estimar la distancia.,¿Cuál es el sistema operativo de tu teléfono celular?,¿Cuántas veces te bañas a la semana?,¿Has sido contagiado de COVID-19?,¿Cuál es tu postura frente al deporte obligatorio en la UAI?,¿Con qué religión te identificas?,¿Qué tan de acuerdo estás con los siguiente temas? [Aborto libre],¿Qué tan de acuerdo estás con los siguiente temas? [Eutanasia legal],¿Qué tan de acuerdo estás con los siguiente temas? [Matrimonio igualitario],¿Qué tan de acuerdo estás con los siguiente temas? [Legalización del cannabis],¿Qué tan de acuerdo estás con los siguiente temas? [Educación gratuita],¿Qué tan de acuerdo estás con los siguiente temas? [Nueva Constitución para Chile]
3/21/2023 8:25:32,Santiago,10,20,166,Omnívoro,32,iOS (Apple),7,No,5,Católica,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo
3/21/2023 11:46:09,Santiago,10,20,165,Omnívoro,10,iOS (Apple),8 o más,Sí,5,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
8/5/2022 15:26:22,Santiago,1,21,182,Omnívoro,9,iOS (Apple),8 o más,No,3,Ateo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/5/2022 21:05:00,Santiago,1,21,170,Omnívoro,50,iOS (Apple),7,No,5,Católica,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo
8/7/2022 19:36:34,Santiago,1,21,178,Omnívoro,34,Android,7,No,3,Agnóstico,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
8/8/2022 9:56:09,Santiago,1,21,162,Omnívoro,7,iOS (Apple),8 o más,No,3,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 18:30:13,Santiago,3,21,176,Omnívoro,10km,Android,6,Sí,5,Agnóstico,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 19:48:20,Santiago,3,21,"1,70",Omnívoro,27 km ,iOS (Apple),7,Sí,3,Católica,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo
3/19/2023 21:02:06,Santiago,4,21,175,Omnívoro,50,iOS (Apple),7,Sí,3,Ateo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo
3/20/2023 21:44:19,Santiago,5,21,181,Omnívoro,16,iOS (Apple),7,No,2,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/20/2023 23:37:04,Santiago,7,21,172,Omnívoro,10,iOS (Apple),8 o más,Sí,1,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo
8/7/2022 11:41:14,Santiago,1,22,164,Omnívoro,20,iOS (Apple),7,No,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
3/21/2023 12:23:47,Santiago,10,22,178,Omnívoro,18,iOS (Apple),7,No,5,Iglesia de Jesucristo de los Santos de los Últimos Días,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo
3/21/2023 13:43:43,Santiago,11,23,168,Omnívoro,40,HarmonyOS (Huawei),7,No,4,Católica,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/5/2022 16:21:53,Santiago,1,24,"1,96",Omnívoro,14 km,iOS (Apple),7,No,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/5/2022 16:53:12,Santiago,1,24,196,Omnívoro,15,iOS (Apple),7,No,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 11:43:51,Santiago,10,24,170,Omnívoro,13,iOS (Apple),7,Sí,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/20/2023 21:51:16,Santiago,5,25,"1,96",Omnívoro,11,iOS (Apple),8 o más,No,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/18/2023 17:09:15,Santiago,2,26,158,Omnívoro,11.1,iOS (Apple),7,No,5,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 22:22:10,Viña,2,17,176,Omnívoro,30,Android,8 o más,No,5,Ateo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo
3/18/2023 9:48:54,Viña,2,17,180,Omnívoro,52,iOS (Apple),8 o más,No,5,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 11:29:10,Viña,2,17,176,Omnívoro,4.4,iOS (Apple),8 o más,Sí,3,Agnóstico,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
8/7/2022 13:35:58,Viña,1,18,1.64,Omnívoro,10 km,iOS (Apple),8 o más,Sí,3,Agnóstico,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/17/2023 14:07:01,Viña,1,18,150,Omnívoro,33.7,iOS (Apple),8 o más,No,4,Católica,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 14:20:13,Viña,1,18,177,Omnívoro,"8,7",iOS (Apple),8 o más,Sí,4,Católica,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/17/2023 14:21:39,Viña,1,18,182,Omnívoro,20,iOS (Apple),8 o más,Sí,5,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo
3/17/2023 14:22:05,Viña,1,18,161,Omnívoro,3,Android,7,No,4,Ateo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 14:26:07,Viña,1,18,170,Omnívoro,10,iOS (Apple),8 o más,Sí,5,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 14:35:39,Viña,1,18,174,Omnívoro,9,Android,8 o más,No,5,Católica,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/17/2023 14:36:01,Viña,1,18,189,Omnívoro,12k,iOS (Apple),8 o más,No,5,Católica,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo
3/17/2023 14:48:29,Viña,1,18,158,Omnívoro,"20,8",iOS (Apple),8 o más,Sí,5,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 15:13:09,Viña,1,18,1.63,Omnívoro,24,Android,8 o más,Sí,5,Agnóstico,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/17/2023 16:43:44,Viña,1,18,168,Omnívoro,"16,9 ",iOS (Apple),8 o más,No,4,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 12:35:51,Viña,2,18,1.71,Omnívoro,1.8,iOS (Apple),8 o más,No,5,Católica,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 12:39:41,Viña,2,18,188,Omnívoro,6,iOS (Apple),7,No,3,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/18/2023 12:57:06,Viña,2,18,172,Omnívoro,"3,3",Android,3,No,5,Evangélica,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo
3/18/2023 13:35:53,Viña,2,18,182,Omnívoro,"1,8 km",Android,7,No,5,Católica,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo
3/18/2023 14:45:26,Viña,2,18,172,Omnívoro,12 km,iOS (Apple),7,Sí,4,Católica,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/18/2023 15:11:58,Viña,2,18,174,Omnívoro,"4,4",iOS (Apple),6,No,5,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/18/2023 15:15:00,Viña,2,18,170,Omnívoro,53,Android,5,No,3,Agnóstico,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo
3/18/2023 15:32:29,Viña,2,18,"1,69",Omnívoro,9,iOS (Apple),7,No,4,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 15:34:21,Viña,2,18,155,Omnívoro,"8,4 km",iOS (Apple),8 o más,Sí,5,Católica,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/18/2023 15:37:17,Viña,2,18,179,Omnívoro,13KM,iOS (Apple),7,Sí,5,,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 15:49:01,Viña,2,18,174,Omnívoro,10,Android,8 o más,Sí,5,Católica,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 16:45:04,Viña,2,18,159,Omnívoro,"2,8",iOS (Apple),6,Sí,5,Ateo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 16:47:48,Viña,2,18,1.7,Omnívoro,4 kilómetros ,iOS (Apple),8 o más,Sí,4,Católica,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo
3/18/2023 17:11:34,Viña,2,18,1.67,Omnívoro,5,Android,7,No,5,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 17:17:08,Viña,2,18,174,Omnívoro,"39,3km",Android,7,No,5,Agnóstico,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 17:29:17,Viña,2,18,175,Omnívoro,8,iOS (Apple),8 o más,Sí,5,Católica,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/18/2023 17:34:49,Viña,2,18,176,Omnívoro,,iOS (Apple),8 o más,No,5,Católica,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/18/2023 17:56:01,Viña,2,18,190,Omnívoro,20,iOS (Apple),8 o más,No,5,Otra Religión,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/18/2023 18:13:06,Viña,2,18,"1,67",Omnívoro,23,iOS (Apple),4,No,5,Católica,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/19/2023 11:36:39,Viña,2,18,1.64,Omnívoro,6.9,Android,7,Sí,4,Agnóstico,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo
3/19/2023 12:31:20,Viña,2,18,1.7,Omnívoro,"2,2",iOS (Apple),8 o más,Sí,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 13:23:19,Viña,2,18,1.9,Omnívoro,8,iOS (Apple),7,Sí,5,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 13:48:27,Viña,3,18,171,Omnívoro,14,iOS (Apple),8 o más,No,4,Prefiero no responder,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 14:10:10,Viña,3,18,183,Omnívoro,5km,iOS (Apple),8 o más,Sí,5,Otra Religión,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/19/2023 17:07:13,Viña,3,18,178,Omnívoro,18,iOS (Apple),8 o más,Sí,3,Prefiero no responder,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/19/2023 18:04:17,Viña,3,18,"1,70",Omnívoro,8,iOS (Apple),8 o más,No,3,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo
3/19/2023 18:12:47,Viña,3,18,178?,Omnívoro,7km,iOS (Apple),7,No,4,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 19:14:27,Viña,3,18,180,Omnívoro,41,iOS (Apple),8 o más,No,3,Ateo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 20:56:57,Viña,4,18,1.59,Omnívoro,9.3 km ,iOS (Apple),7,No,4,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 22:54:03,Viña,4,18,1.78,Omnívoro,4.7,iOS (Apple),8 o más,No,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
3/19/2023 23:55:47,Viña,4,18,185,Omnívoro,12,Android,6,No,5,Católica,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/20/2023 0:04:28,Viña,4,18,1.78,Omnívoro,14 km,Android,5,Sí,5,Agnóstico,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/20/2023 8:21:38,Viña,4,18,1.65,Omnívoro,10 km,iOS (Apple),8 o más,No,5,Católica,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 8:39:56,Viña,4,18,1.67,Omnívoro,10km ,iOS (Apple),8 o más,Sí,5,Agnóstico,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 8:49:02,Viña,4,18,"1,68",Omnívoro,7km,Android,8 o más,No,5,Testigos de Jehová,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo
3/20/2023 8:49:26,Viña,4,18,176,Omnívoro,40,Android,8 o más,Sí,5,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/20/2023 8:50:11,Viña,4,18,157,Omnívoro,40min,iOS (Apple),7,No,5,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 8:50:20,Viña,4,18,182,Omnívoro,9,Android,7,No,5,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/20/2023 9:08:41,Viña,4,18,1.7,Omnívoro,5,iOS (Apple),7,No,5,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 10:47:09,Viña,10,18,172,Omnívoro,"22,7 km",iOS (Apple),8 o más,Sí,5,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/5/2022 18:09:44,Viña,1,19,173,Omnívoro,20,iOS (Apple),8 o más,No,5,Católica,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo
8/5/2022 19:47:37,Viña,1,19,170,Omnívoro,"2,5 ",iOS (Apple),5,No,4,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/8/2022 8:57:32,Viña,1,19,162,Omnívoro,10,iOS (Apple),8 o más,No,2,Católica,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
8/8/2022 11:15:01,Viña,1,19,"1,79",Omnívoro,13,iOS (Apple),8 o más,Sí,2,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 14:06:53,Viña,1,19,188,Omnívoro,9.2 km,iOS (Apple),8 o más,Sí,2,Católica,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo
3/17/2023 14:09:01,Viña,1,19,187,Omnívoro,3,iOS (Apple),7,No,5,Ateo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 15:25:56,Viña,1,19,160,Omnívoro,"5,5",iOS (Apple),7,Sí,4,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/17/2023 19:02:31,Viña,1,19,177cm,Omnívoro,"2,7 km",iOS (Apple),8 o más,No,5,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/17/2023 19:08:13,Viña,1,19,"1,89",Omnívoro,"2,3 ",iOS (Apple),8 o más,No,5,Ateo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/17/2023 19:52:51,Viña,1,19,166,Omnívoro,42,iOS (Apple),7,Sí,4,Agnóstico,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 19:53:36,Viña,1,19,166,Omnívoro,42,iOS (Apple),7,Sí,4,Agnóstico,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 11:43:09,Viña,2,19,180,Omnívoro,5,iOS (Apple),6,No,5,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/18/2023 12:38:18,Viña,2,19,183,Omnívoro,4 km,Android,8 o más,No,5,Agnóstico,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 13:13:08,Viña,2,19,165,Omnívoro,"6,4",iOS (Apple),7,Sí,4,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/18/2023 14:35:47,Viña,2,19,157,Omnívoro,9,Android,8 o más,Sí,5,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 15:11:25,Viña,2,19,1.59,Omnívoro,10,iOS (Apple),7,No,2,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 15:32:41,Viña,2,19,173,Omnívoro,4km,iOS (Apple),8 o más,Sí,4,Evangélica,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo
3/18/2023 17:22:20,Viña,2,19,184,Omnívoro,8,iOS (Apple),8 o más,No,5,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/18/2023 23:04:48,Viña,2,19,170,Omnívoro,29,iOS (Apple),8 o más,Sí,1,Ateo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo
3/19/2023 16:19:48,Viña,3,19,"1,60",Omnívoro,"6,1",iOS (Apple),8 o más,No,5,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 16:26:43,Viña,3,19,180,Omnívoro,"5,5",iOS (Apple),8 o más,No,5,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/19/2023 16:29:19,Viña,3,19,190,Omnívoro,6,iOS (Apple),8 o más,No,5,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/19/2023 16:42:13,Viña,3,19,178,Omnívoro,7.7 km,iOS (Apple),8 o más,No,3,Católica,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 17:00:59,Viña,3,19,175,Omnívoro,7 km,iOS (Apple),6,Sí,5,Otra Religión,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo
3/19/2023 17:12:03,Viña,3,19,"1,73",Omnívoro,10km,iOS (Apple),7,No,5,Ateo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo
3/19/2023 17:46:26,Viña,3,19,165,Omnívoro,50,iOS (Apple),8 o más,No,5,Católica,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/19/2023 18:01:40,Viña,3,19,1.84,Omnívoro,15,Android,8 o más,No,4,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/19/2023 20:08:55,Viña,4,19,164,Omnívoro,12.3,iOS (Apple),8 o más,No,4,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/19/2023 22:19:09,Viña,4,19,154,Omnívoro,10,iOS (Apple),6,Sí,5,Agnóstico,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 8:59:12,Viña,4,19,1.84,Omnívoro,14 km,iOS (Apple),7,Sí,3,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
3/20/2023 9:21:50,Viña,4,19,166,Omnívoro,9,Android,8 o más,Sí,5,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo
3/20/2023 22:24:12,Viña,5,19,183,Omnívoro,18 km,iOS (Apple),8 o más,Sí,5,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo
3/20/2023 22:27:32,Viña,5,19,"1,64",Omnívoro,10km,iOS (Apple),8 o más,Sí,4,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo
3/17/2023 14:08:25,Viña,1,20,170,Omnívoro,8,iOS (Apple),4,Sí,5,Otra Religión,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/17/2023 14:39:32,Viña,1,20,163,Omnívoro,"5,5",Android,7,Sí,4,Agnóstico,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo
3/17/2023 15:41:05,Viña,1,20,190,Omnívoro,4,iOS (Apple),8 o más,Sí,5,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 11:27:06,Viña,2,20,180,Omnívoro,"5,5",iOS (Apple),7,Sí,5,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/18/2023 14:14:17,Viña,2,20,168,Omnívoro,12.2 km,iOS (Apple),7,No,4,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 17:37:52,Viña,2,20,174,Omnívoro,31,iOS (Apple),7,No,5,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 18:24:18,Viña,2,20,161,Omnívoro,9,iOS (Apple),8 o más,Sí,5,Prefiero no responder,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo
