encuesta,anio,mes,sexo,edad,edad_tramo,anios_escolaridad,gse,zona,region,problema_1,problema_2,problema_3,sit_econ_pais,sit_econ_pais_futuro,sit_econ_propia,sit_econ_propia_futuro,chile_hoy,aprueba_presidente,posicion_politica,partido,religion,asiste_iglesia,personas_hogar,ponderador
74,2015,8,Hombre,66.0,,8.0,C3,Urbano,Bio-bío,Corrupción,"Delincuencia, asaltos y robos",Educación,"Ni buena, ni mala",Empeorara,Buena,Mejor,En decadencia,Desaprueba,Ninguna,Ninguno,Catolica,Nunca,2.0,0.6416
74,2015,8,Mujer,54.0,,12.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Corrupción,Protestas y desórdenes callejeros,Mala,Empeorara,"Ni buena, ni mala",Mejor,En decadencia,Desaprueba,No sabe,Ninguno,Evangelica,2 ó 3 veces al mes,3.0,0.4773
74,2015,8,Hombre,49.0,,15.0,C3,Urbano,Bio-bío,Desigualdad,Corrupción,"Delincuencia, asaltos y robos",Mala,No cambiara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Izquierda,Ninguno,Ninguna,Nunca,3.0,1.4363
74,2015,8,Mujer,45.0,,10.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Sueldos,Empleo,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,No sabe,Ninguno,Evangelica,Varias veces a la semana,5.0,0.4773
74,2015,8,Hombre,62.0,,8.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Narcotráfico,Corrupción,"Ni buena, ni mala",No cambiara,Buena,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Una vez a la semana,4.0,0.6416
74,2015,8,Mujer,49.0,,6.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Narcotráfico,"Alzas de precios, inflación","Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,En decadencia,Desaprueba,Ninguna,Ninguno,Evangelica,Nunca,3.0,0.4773
74,2015,8,Mujer,72.0,,1.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Sueldos,Empleo,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Varias veces al año,1.0,0.3193
74,2015,8,Mujer,51.0,,6.0,D,Rural,Bio-bío,"Alzas de precios, inflación","Delincuencia, asaltos y robos",Empleo,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,2.0,0.3229
74,2015,8,Mujer,52.0,,12.0,C3,Rural,Bio-bío,"Delincuencia, asaltos y robos",Educación,Protestas y desórdenes callejeros,Mala,No cambiara,Buena,Mejor,En decadencia,Desaprueba,Derecha,Ninguno,Catolica,Nunca,2.0,0.3229
74,2015,8,Hombre,51.0,,8.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Narcotráfico,"Alzas de precios, inflación","Ni buena, ni mala",No cambiara,"Ni buena, ni mala",No sabe,Progresando,Aprueba,Ninguna,Ninguno,Evangelica,Nunca,3.0,1.2495
74,2015,8,Mujer,89.0,,2.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Empleo,Sueldos,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Progresando,Aprueba,Ninguna,Ninguno,Evangelica,2 ó 3 veces al mes,2.0,0.3193
74,2015,8,Hombre,29.0,,12.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Educación,Sueldos,Mala,No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,No sabe,Evangelica,Nunca,3.0,4.9075
74,2015,8,Mujer,64.0,,8.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Reformas constitucionales,Desigualdad,Buena,Empeorara,Buena,Peor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Varias veces al año,3.0,0.7158
74,2015,8,Mujer,54.0,,12.0,C3,Urbano,Bio-bío,Pobreza,"Delincuencia, asaltos y robos",Sistema judicial,Mala,Empeorara,Mala,Igual,Estancado,Desaprueba,Ninguna,No sabe,Evangelica,Una vez al mes,4.0,0.4773
74,2015,8,Mujer,57.0,,9.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos","Alzas de precios, inflación",Sueldos,Mala,Empeorara,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,2 ó 3 veces al mes,4.0,0.7158
74,2015,8,Hombre,79.0,,6.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos","Alzas de precios, inflación",Corrupción,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Progresando,Desaprueba,Ninguna,No sabe,Evangelica,Nunca,2.0,0.6416
74,2015,8,Hombre,81.0,,6.0,C3,Urbano,Bio-bío,Sueldos,Salud,Vivienda,Mala,No cambiara,Mala,Igual,Progresando,Aprueba,Ninguna,Ninguno,Evangelica,Varias veces a la semana,4.0,0.6416
74,2015,8,Hombre,53.0,,13.0,C3,Urbano,Bio-bío,Pobreza,Salud,Corrupción,"Ni buena, ni mala",No cambiara,Buena,Mejor,Estancado,Desaprueba,Ninguna,No sabe,Ninguna,Nunca,1.0,1.4363
74,2015,8,Mujer,23.0,,1.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Narcotráfico,Salud,Mala,No cambiara,"Ni buena, ni mala",Mejor,Estancado,Aprueba,Ninguna,Ninguno,No contesta,No contesta,5.0,1.5323
74,2015,8,Mujer,52.0,,12.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos","Alzas de precios, inflación",Educación,Mala,No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,3.0,0.4773
74,2015,8,Mujer,26.0,,7.0,C2,Urbano,Bio-bío,Educación,Pobreza,Salud,Buena,No cambiara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Ninguna,Nunca,6.0,1.2159
74,2015,8,Hombre,64.0,,7.0,D,Urbano,Bio-bío,Pobreza,"Delincuencia, asaltos y robos","Alzas de precios, inflación",Muy mala,Mejorara,Muy mala,Mejor,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Nunca,1.0,0.6416
74,2015,8,Mujer,22.0,,12.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Empleo,Sueldos,Muy mala,Mejorara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Izquierda,Unión Demócrata Independiente,Catolica,Nunca,4.0,1.5323
74,2015,8,Hombre,19.0,,10.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Educación,Muy mala,Empeorara,"Ni buena, ni mala",Mejor,Progresando,No sabe,Ninguna,Ninguno,Ninguna,Nunca,3.0,2.7585
74,2015,8,Mujer,69.0,,2.0,C3,Urbano,Bio-bío,Narcotráfico,"Delincuencia, asaltos y robos",Sueldos,Mala,No cambiara,Buena,Mejor,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,5.0,0.7158
74,2015,8,Hombre,72.0,,6.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Empleo,Protección del medio ambiente,"Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Mejor,Estancado,Aprueba,Ninguna,Ninguno,Evangelica,Una vez a la semana,4.0,0.6416
74,2015,8,Hombre,48.0,,12.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Empleo,Sueldos,"Ni buena, ni mala",Empeorara,Buena,Igual,Progresando,Desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,2.0,1.4363
74,2015,8,Mujer,45.0,,1.0,D,Urbano,Bio-bío,"Alzas de precios, inflación",Sueldos,"Delincuencia, asaltos y robos",Mala,No cambiara,Mala,Igual,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,3.0,0.4773
74,2015,8,Hombre,59.0,,15.0,ABC1,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Corrupción,Protestas y desórdenes callejeros,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Estancado,No aprueba ni desaprueba,Centro izquierda,Ninguno,Catolica,Una vez a la semana,2.0,0.6416
74,2015,8,Mujer,47.0,,17.0,C3,Urbano,Bio-bío,Corrupción,"Alzas de precios, inflación",Sistema judicial,Mala,No cambiara,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,6.0,0.4773
74,2015,8,Mujer,85.0,,1.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Corrupción,"Alzas de precios, inflación","Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,2.0,0.7158
74,2015,8,Mujer,49.0,,1.0,D,Rural,Bio-bío,Salud,"Alzas de precios, inflación","Delincuencia, asaltos y robos",Mala,No cambiara,Mala,Igual,En decadencia,Desaprueba,Ninguna,No sabe,Catolica,Una vez al mes,5.0,0.3229
74,2015,8,Mujer,56.0,,0.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Sueldos,Mala,No cambiara,Buena,Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Menos frecuentemente,3.0,0.3193
74,2015,8,Hombre,61.0,,2.0,D,Rural,Bio-bío,Corrupción,"Alzas de precios, inflación",Pobreza,"Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Evangelica,2 ó 3 veces al mes,3.0,0.8992
74,2015,8,Mujer,56.0,,1.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Corrupción,Pobreza,"Ni buena, ni mala",No cambiara,Buena,Mejor,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,3.0,0.3193
74,2015,8,Mujer,23.0,,12.0,D,Rural,Bio-bío,Corrupción,Narcotráfico,Desigualdad,Mala,No cambiara,"Ni buena, ni mala",Mejor,En decadencia,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,4.0,0.5184
74,2015,8,Hombre,86.0,,0.0,E,Rural,Bio-bío,Corrupción,Salud,Sueldos,Mala,No cambiara,Mala,Peor,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Una vez al mes,1.0,0.8992
74,2015,8,Hombre,67.0,,12.0,C3,Urbano,Bio-bío,Corrupción,"Delincuencia, asaltos y robos",Salud,Mala,No cambiara,No contesta,Igual,Estancado,Desaprueba,Ninguna,Ninguno,No contesta,No contesta,2.0,0.6416
74,2015,8,Mujer,24.0,,3.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Sueldos,Educación,"Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,3.0,1.5323
74,2015,8,Mujer,59.0,,10.0,D,Rural,Bio-bío,"Alzas de precios, inflación",Educación,Salud,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Peor,Estancado,Desaprueba,Centro,Unión Demócrata Independiente,Evangelica,Varias veces a la semana,2.0,0.3193
74,2015,8,Mujer,53.0,,11.0,C3,Rural,Bio-bío,"Delincuencia, asaltos y robos",Educación,Empleo,"Ni buena, ni mala",Empeorara,"Ni buena, ni mala",Peor,Estancado,No aprueba ni desaprueba,Centro derecha,Renovación Nacional,Evangelica,Una vez a la semana,3.0,0.3229
74,2015,8,Mujer,66.0,,6.0,C3,Rural,Bio-bío,"Alzas de precios, inflación",Corrupción,"Delincuencia, asaltos y robos",Muy mala,No sabe,Mala,Mejor,Progresando,Desaprueba,Centro derecha,Partido Socialista,Evangelica,Una vez al año,2.0,0.3193
74,2015,8,Hombre,47.0,,5.0,D,Rural,Bio-bío,Educación,Vivienda,Salud,"Ni buena, ni mala",Empeorara,"Ni buena, ni mala",Mucho mejor,Estancado,No aprueba ni desaprueba,Derecha,Partido Por la Democracia,Evangelica,Varias veces al año,3.0,1.2495
74,2015,8,Mujer,53.0,,6.0,D,Rural,Bio-bío,Sueldos,Vivienda,Educación,Mala,No cambiara,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Ninguna,Ninguno,Evangelica,Una vez a la semana,6.0,0.3229
74,2015,8,Hombre,59.0,,6.0,C3,Rural,Bio-bío,"Delincuencia, asaltos y robos",Corrupción,Derechos humanos,Mala,Empeorara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Varias veces a la semana,5.0,0.8992
74,2015,8,Mujer,72.0,,3.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Sueldos,Empleo,Mala,Empeorara,Mala,Peor,Estancado,Desaprueba,Derecha,Democracia Cristiana,Otra religion o credo,Una vez al mes,2.0,0.7158
74,2015,8,Hombre,69.0,,6.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Empleo,Vivienda,Buena,No cambiara,Mala,Igual,En decadencia,Desaprueba,Ninguna,Ninguno,Catolica,Varias veces al año,2.0,0.6416
74,2015,8,Hombre,92.0,,5.0,D,Urbano,Bio-bío,Pobreza,"Delincuencia, asaltos y robos",Derechos humanos,"Ni buena, ni mala",No sabe,Buena,Igual,Estancado,Aprueba,Centro izquierda,Democracia Cristiana,Catolica,Una vez a la semana,2.0,0.6416
74,2015,8,Hombre,71.0,,12.0,C2,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Salud,Sistema judicial,"Ni buena, ni mala",No cambiara,Buena,Mejor,Estancado,Desaprueba,Centro derecha,Unión Demócrata Independiente,Catolica,Una vez al mes,2.0,0.6416
74,2015,8,Hombre,50.0,,12.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Sistema judicial,"Alzas de precios, inflación","Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Varias veces a la semana,3.0,1.4363
74,2015,8,Mujer,58.0,,18.0,C2,Urbano,Bio-bío,Salud,Educación,Desigualdad,Buena,Mejorara,Mala,Mejor,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,3.0,0.7158
74,2015,8,Mujer,47.0,,20.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Educación,Salud,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Progresando,Aprueba,Centro,Ninguno,Catolica,Una vez a la semana,3.0,0.4773
74,2015,8,Mujer,40.0,,14.0,C3,Urbano,Bio-bío,Sueldos,"Delincuencia, asaltos y robos",Educación,Mala,No cambiara,"Ni buena, ni mala",Mejor,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Varias veces al año,5.0,0.6944
74,2015,8,Mujer,72.0,,4.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Corrupción,Salud,Buena,No cambiara,"Ni buena, ni mala",Igual,Estancado,Aprueba,Ninguna,Ninguno,Evangelica,Varias veces a la semana,2.0,0.7158
74,2015,8,Mujer,40.0,,17.0,C3,Urbano,Bio-bío,Salud,"Alzas de precios, inflación","Delincuencia, asaltos y robos","Ni buena, ni mala",Empeorara,Mala,Mejor,Estancado,Desaprueba,Izquierda,Partido Socialista,Otra religion o credo,Una vez al mes,4.0,0.6944
74,2015,8,Mujer,27.0,,20.0,C3,Urbano,Bio-bío,Empleo,Sueldos,Salud,"Ni buena, ni mala",Empeorara,Muy mala,Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Ninguna,Nunca,2.0,1.2159
74,2015,8,Mujer,28.0,,15.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Empleo,"Ni buena, ni mala",No cambiara,Buena,Igual,En decadencia,No aprueba ni desaprueba,Ninguna,Ninguno,Evangelica,Nunca,2.0,1.2159
74,2015,8,Mujer,65.0,,3.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos","Alzas de precios, inflación",Pobreza,Mala,No cambiara,Buena,Igual,En decadencia,Desaprueba,Ninguna,Ninguno,Evangelica,Varias veces a la semana,1.0,0.7158
74,2015,8,Hombre,66.0,,4.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Educación,Buena,No cambiara,Buena,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Varias veces a la semana,3.0,0.6416
74,2015,8,Hombre,21.0,,14.0,C3,Urbano,Bio-bío,Sueldos,Vivienda,Salud,Mala,No cambiara,Buena,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Nunca,2.0,2.7585
74,2015,8,Mujer,60.0,,8.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Sueldos,Educación,Buena,No cambiara,Buena,Igual,Estancado,Aprueba,Ninguna,Ninguno,Evangelica,Una vez a la semana,1.0,0.7158
74,2015,8,Mujer,52.0,,12.0,D,Urbano,Bio-bío,Corrupción,"Alzas de precios, inflación","Delincuencia, asaltos y robos","Ni buena, ni mala",Empeorara,Buena,Peor,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Varias veces al año,4.0,0.4773
74,2015,8,Mujer,41.0,,15.0,D,Urbano,Bio-bío,Educación,Salud,Sueldos,Muy mala,Empeorara,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Izquierda,Ninguno,Catolica,Menos frecuentemente,1.0,0.6944
74,2015,8,Mujer,48.0,,14.0,C3,Urbano,Bio-bío,"Alzas de precios, inflación","Delincuencia, asaltos y robos",Empleo,Mala,No cambiara,Buena,Mejor,En decadencia,Desaprueba,Centro derecha,Ninguno,Otra religion o credo,Una vez a la semana,2.0,0.4773
74,2015,8,Hombre,40.0,,12.0,D,Urbano,Bio-bío,Sueldos,"Delincuencia, asaltos y robos","Alzas de precios, inflación",Buena,No cambiara,"Ni buena, ni mala",Igual,Progresando,Desaprueba,Derecha,Unión Demócrata Independiente,Otra religion o credo,Una vez al mes,3.0,1.9818
74,2015,8,Mujer,52.0,,6.0,D,Urbano,Bio-bío,Pobreza,"Delincuencia, asaltos y robos",Salud,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,En decadencia,Aprueba,Ninguna,Ninguno,Catolica,Varias veces al año,6.0,0.4773
74,2015,8,Mujer,41.0,,6.0,D,Rural,Bio-bío,Derechos humanos,Educación,Empleo,"Ni buena, ni mala",Empeorara,Buena,Peor,Progresando,Desaprueba,Derecha,Partido Por la Democracia,Evangelica,Varias veces al año,4.0,0.3452
74,2015,8,Mujer,29.0,,12.0,C3,Rural,Bio-bío,"Alzas de precios, inflación","Delincuencia, asaltos y robos",Salud,Mala,Mejorara,"Ni buena, ni mala",Mejor,Estancado,No aprueba ni desaprueba,Centro derecha,Renovación Nacional,Evangelica,Varias veces al año,3.0,1.4103
74,2015,8,Mujer,45.0,,6.0,D,Rural,Bio-bío,Empleo,Vivienda,Educación,"Ni buena, ni mala",No sabe,Mala,Igual,Estancado,Aprueba,Derecha,Ninguno,Evangelica,Nunca,2.0,0.3452
74,2015,8,Mujer,40.0,,5.0,D,Rural,Bio-bío,Educación,Empleo,Pobreza,Mala,No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Centro izquierda,Partido Radical Socialdemócrata,Catolica,Una vez a la semana,3.0,0.3452
74,2015,8,Hombre,69.0,,4.0,C3,Rural,Bio-bío,Sueldos,"Delincuencia, asaltos y robos","Alzas de precios, inflación","Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Mucho peor,Estancado,No aprueba ni desaprueba,Derecha,Democracia Cristiana,Catolica,Nunca,3.0,0.8992
74,2015,8,Mujer,66.0,,1.0,D,Rural,Bio-bío,Pobreza,"Delincuencia, asaltos y robos",Protestas y desórdenes callejeros,"Ni buena, ni mala",No sabe,"Ni buena, ni mala",Igual,Progresando,No aprueba ni desaprueba,No contesta,No contesta,Evangelica,Varias veces a la semana,3.0,0.3193
74,2015,8,Mujer,30.0,,12.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Empleo,Vivienda,"Ni buena, ni mala",Empeorara,"Ni buena, ni mala",Peor,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Una vez a la semana,4.0,1.2159
74,2015,8,Mujer,48.0,,12.0,C2,Urbano,Bio-bío,"Alzas de precios, inflación",Educación,Reformas constitucionales,Buena,No cambiara,"Ni buena, ni mala",Mejor,Estancado,No aprueba ni desaprueba,Izquierda,Partido Comunista,Ninguna,Nunca,4.0,0.4773
74,2015,8,Hombre,68.0,,12.0,D,Urbano,Bio-bío,Pobreza,Narcotráfico,Sueldos,Buena,No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Derecha,Ninguno,Evangelica,Una vez a la semana,3.0,0.6416
74,2015,8,Mujer,47.0,,12.0,C3,Urbano,Bio-bío,Sueldos,Desigualdad,Educación,Mala,No cambiara,Buena,Igual,Estancado,Desaprueba,Derecha,Ninguno,Catolica,Una vez al mes,6.0,0.4773
74,2015,8,Hombre,70.0,,8.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Corrupción,Pobreza,Mala,No cambiara,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Derecha,Renovación Nacional,Catolica,Una vez al año,4.0,0.6416
74,2015,8,Mujer,56.0,,6.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Empleo,Buena,Mejorara,"Ni buena, ni mala",Igual,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Una vez al mes,3.0,0.3193
74,2015,8,Mujer,19.0,,12.0,D,Rural,Bio-bío,Educación,Pobreza,Salud,Mala,Mejorara,Buena,Mejor,Progresando,Aprueba,Derecha,Partido Socialista,Catolica,2 ó 3 veces al mes,2.0,0.5184
74,2015,8,Mujer,38.0,,6.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Vivienda,Buena,Mejorara,Buena,Mejor,Progresando,Aprueba,Derecha,Partido Socialista,Evangelica,Una vez a la semana,4.0,0.3452
74,2015,8,Hombre,41.0,,6.0,D,Rural,Bio-bío,Salud,Vivienda,Educación,Buena,Mejorara,Mala,Mejor,Estancado,No aprueba ni desaprueba,Centro,Partido Progresista,Evangelica,Una vez a la semana,3.0,2.2987
74,2015,8,Mujer,30.0,,6.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Protestas y desórdenes callejeros,Muy mala,No cambiara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Centro,Democracia Cristiana,Evangelica,Una vez a la semana,3.0,1.4103
74,2015,8,Mujer,20.0,,7.0,D,Rural,Bio-bío,Narcotráfico,"Infraestructura (transporte, movilización, caminos, etc.)",Empleo,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Izquierda,Democracia Cristiana,Evangelica,2 ó 3 veces al mes,3.0,0.5184
74,2015,8,Mujer,57.0,,13.0,C3,Rural,Bio-bío,"Delincuencia, asaltos y robos",Educación,Salud,Mala,Empeorara,Buena,Igual,Estancado,Desaprueba,Centro,Partido Progresista,Catolica,Nunca,1.0,0.3193
74,2015,8,Mujer,41.0,,5.0,C3,Rural,Bio-bío,"Alzas de precios, inflación",Pobreza,Salud,Mala,Mejorara,Buena,Mejor,Progresando,Aprueba,No sabe,Democracia Cristiana,Evangelica,Varias veces a la semana,3.0,0.3452
74,2015,8,Mujer,62.0,,4.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Sueldos,Mala,Empeorara,"Ni buena, ni mala",Peor,En decadencia,Desaprueba,Ninguna,Ninguno,Evangelica,Varias veces a la semana,2.0,0.3193
74,2015,8,Mujer,45.0,,10.0,D,Rural,Bio-bío,Educación,"Delincuencia, asaltos y robos",Salud,Muy mala,Empeorara,"Ni buena, ni mala",Peor,En decadencia,Desaprueba,Derecha,Renovación Nacional,Evangelica,Varias veces a la semana,7.0,0.3229
74,2015,8,Mujer,49.0,,7.0,D,Rural,Bio-bío,Educación,Pobreza,"Delincuencia, asaltos y robos",Mala,Empeorara,"Ni buena, ni mala",Mucho peor,Estancado,No aprueba ni desaprueba,Derecha,Democracia Cristiana,Evangelica,Varias veces a la semana,3.0,0.3229
74,2015,8,Mujer,19.0,,12.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,Salud,"Ni buena, ni mala",Empeorara,"Ni buena, ni mala",Mejor,Estancado,No aprueba ni desaprueba,Derecha,Otros,Evangelica,Nunca,2.0,0.5184
74,2015,8,Hombre,42.0,,8.0,D,Urbano,Bio-bío,Empleo,"Delincuencia, asaltos y robos",Sistema judicial,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,1.0,1.9818
74,2015,8,Mujer,37.0,,6.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Educación,Salud,"Ni buena, ni mala",Mejorara,Buena,Mucho mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Catolica,Una vez al mes,3.0,0.6944
74,2015,8,Mujer,43.0,,17.0,C3,Urbano,Bio-bío,Pobreza,Empleo,"Delincuencia, asaltos y robos","Ni buena, ni mala",No sabe,Buena,Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Varias veces al año,4.0,0.6944
74,2015,8,Mujer,72.0,,5.0,D,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Empleo,Pobreza,"Ni buena, ni mala",Mejorara,Buena,Mejor,Progresando,Aprueba,Izquierda,Partido Radical Socialdemócrata,Evangelica,Varias veces a la semana,1.0,0.7158
74,2015,8,Mujer,47.0,,12.0,D,Urbano,Bio-bío,Narcotráfico,Vivienda,Educación,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,3.0,0.4773
74,2015,8,Mujer,36.0,,6.0,E,Rural,Bio-bío,Corrupción,"Delincuencia, asaltos y robos",Derechos humanos,Buena,Mejorara,Mala,Mucho mejor,Progresando,Aprueba,Derecha,Democracia Cristiana,Ninguna,Nunca,5.0,0.3452
74,2015,8,Mujer,59.0,,0.0,E,Rural,Bio-bío,"Delincuencia, asaltos y robos",Pobreza,"Alzas de precios, inflación","Ni buena, ni mala",No cambiara,Muy mala,Peor,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,3.0,0.3193
74,2015,8,Mujer,41.0,,6.0,D,Rural,Bio-bío,Corrupción,"Delincuencia, asaltos y robos",Derechos humanos,"Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Mejor,Estancado,No aprueba ni desaprueba,Centro,Unión Demócrata Independiente,Evangelica,Menos frecuentemente,1.0,0.3452
74,2015,8,Mujer,61.0,,2.0,D,Rural,Bio-bío,"Alzas de precios, inflación",Salud,Sueldos,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Una vez al mes,1.0,0.3193
74,2015,8,Mujer,53.0,,6.0,D,Rural,Bio-bío,"Delincuencia, asaltos y robos",Vivienda,Salud,"Ni buena, ni mala",Mejorara,Buena,Igual,En decadencia,Desaprueba,Derecha,Renovación Nacional,Evangelica,Nunca,1.0,0.3229
74,2015,8,Mujer,75.0,,10.0,C3,Rural,Bio-bío,Vivienda,Pobreza,"Delincuencia, asaltos y robos",Mala,Empeorara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,2 ó 3 veces al mes,2.0,0.3193
